Time S I R
186.9 370.851 12.1471 616.961 
187 370.761 12.1157 617.082 
187.1 370.671 12.0843 617.203 
187.2 370.582 12.053 617.323 
187.3 370.492 12.0218 617.444 
187.4 370.403 11.9907 617.563 
187.5 370.315 11.9596 617.683 
187.6 370.226 11.9285 617.802 
187.7 370.138 11.8975 617.921 
187.8 370.05 11.8666 618.04 
187.9 369.962 11.8358 618.158 
188 369.874 11.805 618.276 
188.1 369.787 11.7742 618.394 
188.2 369.7 11.7435 618.512 
188.3 369.613 11.7129 618.629 
188.4 369.526 11.6823 618.746 
188.5 369.44 11.6518 618.862 
188.6 369.354 11.6214 618.978 
188.7 369.268 11.591 619.094 
188.8 369.182 11.5607 619.21 
188.9 369.097 11.5304 619.325 
189 369.012 11.5002 619.44 
189.1 368.927 11.4701 619.555 
189.2 368.843 11.44 619.669 
189.3 368.758 11.4099 619.783 
189.4 368.674 11.38 619.897 
189.5 368.59 11.3501 620.011 
189.6 368.506 11.3202 620.124 
189.7 368.423 11.2904 620.237 
189.8 368.34 11.2607 620.349 
189.9 368.257 11.231 620.462 
190 368.174 11.2014 620.574 
190.1 368.092 11.1719 620.685 
190.2 368.009 11.1424 620.797 
190.3 367.927 11.1129 620.908 
190.4 367.846 11.0836 621.019 
190.5 367.764 11.0543 621.129 
190.6 367.683 11.025 621.24 
190.7 367.602 10.9958 621.349 
190.8 367.521 10.9667 621.459 
190.9 367.44 10.9376 621.569 
191 367.36 10.9086 621.678 
191.1 367.28 10.8796 621.786 
191.2 367.2 10.8507 621.895 
191.3 367.12 10.8219 622.003 
191.4 367.041 10.7931 622.111 
191.5 366.961 10.7644 622.219 
191.6 366.882 10.7357 622.326 
191.7 366.804 10.7071 622.433 
191.8 366.725 10.6786 622.54 
191.9 366.647 10.6501 622.646 
192 366.569 10.6217 622.753 
192.1 366.491 10.5933 622.859 
192.2 366.413 10.565 622.964 
192.3 366.336 10.5368 623.07 
192.4 366.258 10.5086 623.175 
192.5 366.182 10.4805 623.279 
192.6 366.105 10.4524 623.384 
192.7 366.028 10.4244 623.488 
192.8 365.952 10.3965 623.592 
192.9 365.876 10.3686 623.696 
193 365.8 10.3407 623.799 
193.1 365.724 10.313 623.902 
193.2 365.649 10.2853 624.005 
193.3 365.574 10.2576 624.108 
193.4 365.499 10.23 624.21 
193.5 365.424 10.2025 624.312 
193.6 365.349 10.175 624.414 
193.7 365.275 10.1476 624.515 
193.8 365.201 10.1202 624.617 
193.9 365.127 10.0929 624.718 
194 365.053 10.0657 624.818 
194.1 364.98 10.0385 624.919 
194.2 364.906 10.0114 625.019 
194.3 364.833 9.98433 625.119 
194.4 364.761 9.95732 625.218 
194.5 364.688 9.93037 625.317 
194.6 364.615 9.90349 625.416 
194.7 364.543 9.87666 625.515 
194.8 364.471 9.84989 625.614 
194.9 364.399 9.82317 625.712 
195 364.328 9.79652 625.81 
195.1 364.256 9.76992 625.908 
195.2 364.185 9.74338 626.005 
195.3 364.114 9.7169 626.102 
195.4 364.044 9.69048 626.199 
195.5 363.973 9.66412 626.296 
195.6 363.903 9.63781 626.392 
195.7 363.832 9.61157 626.488 
195.8 363.763 9.58538 626.584 
195.9 363.693 9.55925 626.68 
196 363.623 9.53317 626.775 
196.1 363.554 9.50716 626.87 
196.2 363.485 9.4812 626.965 
196.3 363.416 9.4553 627.059 
196.4 363.347 9.42946 627.154 
196.5 363.279 9.40367 627.248 
196.6 363.21 9.37795 627.342 
196.7 363.142 9.35228 627.435 
196.8 363.074 9.32667 627.528 
196.9 363.007 9.30111 627.621 
197 362.939 9.27562 627.714 
197.1 362.872 9.25018 627.807 
197.2 362.805 9.2248 627.899 
197.3 362.738 9.19947 627.991 
197.4 362.671 9.17421 628.083 
197.5 362.604 9.149 628.174 
197.6 362.538 9.12384 628.265 
197.7 362.472 9.09875 628.356 
197.8 362.406 9.07371 628.447 
197.9 362.34 9.04873 628.538 
198 362.275 9.0238 628.628 
198.1 362.209 8.99893 628.718 
198.2 362.144 8.97412 628.808 
198.3 362.079 8.94937 628.897 
198.4 362.014 8.92467 628.986 
198.5 361.95 8.90003 629.075 
198.6 361.885 8.87545 629.164 
198.7 361.821 8.85092 629.253 
198.8 361.757 8.82645 629.341 
198.9 361.693 8.80203 629.429 
199 361.629 8.77767 629.517 
199.1 361.566 8.75337 629.604 
199.2 361.503 8.72912 629.691 
199.3 361.439 8.70493 629.778 
199.4 361.376 8.6808 629.865 
199.5 361.314 8.65672 629.952 
199.6 361.251 8.6327 630.038 
199.7 361.189 8.60873 630.124 
199.8 361.127 8.58482 630.21 
199.9 361.065 8.56097 630.296 
200 361.003 8.53717 630.381 
